nemo,run,serie,tipoentidad,row,nombre_cmf
CFIAMG4R-E,10428,R,FINRE,AAAw+cAAhAABQK5AAE,AMERIS NM GUARDIAN IV FONDO DE INVERSION
CFIAMG4T-E,10428,T,FINRE,AAAw+cAAhAABQK5AAE,AMERIS NM GUARDIAN IV FONDO DE INVERSION
CFICVN7C-E,9731,C,FINRE,AAAw+cAAhAABP4TAAh,COMPASS CINVEN VII PRIVATE EQUITY FONDO DE INVERSION
CFICVN7I-E,9731,I,FINRE,AAAw+cAAhAABP4TAAh,COMPASS CINVEN VII PRIVATE EQUITY FONDO DE INVERSION
CFICV7IA-E,9731,IA,FINRE,AAAw+cAAhAABP4TAAh,COMPASS CINVEN VII PRIVATE EQUITY FONDO DE INVERSION
CFIBCHINPC,9665,UNICA,FINRE,AAAw+cAAhAABP4UAAR,FONDO DE INVERSION DESARROLLO INMOBILIARIO PERU - COLOMBIA
CFIPES3Y-E,9643,Y,FINRE,AAAw+cAAhAABP4WAAP,VOLCOMCAPITAL PE SECONDARY III FONDO DE INVERSIÓN
CFIHPH2A-E,9701,A,FINRE,AAAw+cAAhAABP4WAAb,FONDO DE INVERSIÓN HPH II
CFIHPH2B-E,9701,B,FINRE,AAAw+cAAhAABP4WAAb,FONDO DE INVERSIÓN HPH II
CFIHPH2C-E,9701,C,FINRE,AAAw+cAAhAABP4WAAb,FONDO DE INVERSIÓN HPH II
CFIHPH2I-E,9701,I,FINRE,AAAw+cAAhAABP4WAAb,FONDO DE INVERSIÓN HPH II
CFILVDXI-E,9838,I,FINRE,AAAw+cAAhAABP4VAAx,FONDO DE INVERSIÓN LARRAÍN VIAL DOVER STREET X
CFILVDXP-E,9838,P,FINRE,AAAw+cAAhAABP4VAAx,FONDO DE INVERSIÓN LARRAÍN VIAL DOVER STREET X
CFILVDXR-E,9838,R,FINRE,AAAw+cAAhAABP4VAAx,FONDO DE INVERSIÓN LARRAÍN VIAL DOVER STREET X
CFILVDXS-E,9838,S,FINRE,AAAw+cAAhAABP4VAAx,FONDO DE INVERSIÓN LARRAÍN VIAL DOVER STREET X
CFIFYNGIII,10604,I,FINRE,AAAw+cAAhAABQK8AAg,FONDO DE INVERSIÓN FYNSA GALGO II
CFIVMIMA-E,9633,A,FINRE,AAAw+cAAhAABP4XAAV,VOLCOMCAPITAL MID MARKET FONDO DE INVERSION
CFIVMIMB-E,9633,B,FINRE,AAAw+cAAhAABP4XAAV,VOLCOMCAPITAL MID MARKET FONDO DE INVERSION
CFIVMIMC-E,9633,C,FINRE,AAAw+cAAhAABP4XAAV,VOLCOMCAPITAL MID MARKET FONDO DE INVERSION
CFIPES4D-E,10248,D,FINRE,AAAw+cAAhAABQKBAAu,VOLCOMCAPITAL PE SECONDARY IV FONDO DE INVERSIÓN
CFIAFOGAPA,10643,PA,FINRE,AAAw+cAAhAABQK6AAh,AMERIS DEUDA PRIVADA CON GARANTÍA FOGAPE FONDO DE INVERSIÓN
CFIAFOGAPD,10643,PD,FINRE,AAAw+cAAhAABQK6AAh,AMERIS DEUDA PRIVADA CON GARANTÍA FOGAPE FONDO DE INVERSIÓN
CFIAFOGAPI,10643,PI,FINRE,AAAw+cAAhAABQK6AAh,AMERIS DEUDA PRIVADA CON GARANTÍA FOGAPE FONDO DE INVERSIÓN
CFIAFOGAPX,10643,PX,FINRE,AAAw+cAAhAABQK6AAh,AMERIS DEUDA PRIVADA CON GARANTÍA FOGAPE FONDO DE INVERSIÓN
CFIAFOGAS,10643,S,FINRE,AAAw+cAAhAABQK6AAh,AMERIS DEUDA PRIVADA CON GARANTÍA FOGAPE FONDO DE INVERSIÓN
CFIMBD3A-E,10574,A,FINRE,AAAw+cAAhAABQK/AAY,MBI DEUDA PRIVADA III FONDO DE INVERSIÓN
CFIMBD3B-E,10574,B,FINRE,AAAw+cAAhAABQK/AAY,MBI DEUDA PRIVADA III FONDO DE INVERSIÓN
CFIMBD3I-E,10574,I,FINRE,AAAw+cAAhAABQK/AAY,MBI DEUDA PRIVADA III FONDO DE INVERSIÓN
CFIBST5A-E,10088,A,FINRE,AAAw+cAAhAABQKBAAU,BICE STEPSTONE V FONDO DE INVERSION
CFIBST5I-E,10088,I,FINRE,AAAw+cAAhAABQKBAAU,BICE STEPSTONE V FONDO DE INVERSION
CFIDAG3C-E,10651,C,FINRE,AAAw+cAAhAABQK/AAj,FONDO DE INVERSIÓN ACTIVA DEUDA AUTOMOTRIZ GLOBAL III
CFIDAG3I-E,10651,I,FINRE,AAAw+cAAhAABQK/AAj,FONDO DE INVERSIÓN ACTIVA DEUDA AUTOMOTRIZ GLOBAL III
CFICGCORA,10598,A,FIRES,AAAw+cAAhAABQK/AAa,COMPASS CORE US EQUITIES FONDO DE INVERSIÓN
CFICGCORB,10598,B,FIRES,AAAw+cAAhAABQK/AAa,COMPASS CORE US EQUITIES FONDO DE INVERSIÓN
CFICGCORCG,10598,CG,FIRES,AAAw+cAAhAABQK/AAa,COMPASS CORE US EQUITIES FONDO DE INVERSIÓN
CFICGCORH,10598,H,FIRES,AAAw+cAAhAABQK/AAa,COMPASS CORE US EQUITIES FONDO DE INVERSIÓN
CFIAEA4I-E,10705,I,FINRE,AAAw+cAAhAABQK8AAs,FONDO DE INVERSIÓN ACTIVA ESTRATEGIA AUTOMOTRIZ IV
CFIAEA4R-E,10705,R,FINRE,AAAw+cAAhAABQK8AAs,FONDO DE INVERSIÓN ACTIVA ESTRATEGIA AUTOMOTRIZ IV
CFISEOPX-E,9146,A,FINRE,AAAw+cAAhAABP4MAAh,FONDO DE INVERSIÓN SECURITY OAKTREE OPPORTUNITIES - DEBT II
CFIAHVI-E,9694,I,FINRE,AAAw+cAAhAABP4WAAY,FONDO DE INVERSIÓN LARRAÍN VIAL APOLLO HYBRID VALUE
CFIAHVP-E,9694,I,FINRE,AAAw+cAAhAABP4WAAY,FONDO DE INVERSIÓN LARRAÍN VIAL APOLLO HYBRID VALUE
CFIAHVR-E,9694,I,FINRE,AAAw+cAAhAABP4WAAY,FONDO DE INVERSIÓN LARRAÍN VIAL APOLLO HYBRID VALUE
CFIBAIIA-E,10003,A,FINRE,AAAw+cAAhAABQKEAAP,COMPASS BCP ASIA II PRIVATE EQUITY FONDO DE INVERSIÓN
CFIBAIIB-E,10003,B,FINRE,AAAw+cAAhAABQKEAAP,COMPASS BCP ASIA II PRIVATE EQUITY FONDO DE INVERSIÓN
CFIBAIIC-E,10003,C,FINRE,AAAw+cAAhAABQKEAAP,COMPASS BCP ASIA II PRIVATE EQUITY FONDO DE INVERSIÓN
CFIBAIII-E,10003,I,FINRE,AAAw+cAAhAABQKEAAP,COMPASS BCP ASIA II PRIVATE EQUITY FONDO DE INVERSIÓN
CFIBAIIR-E,10003,R,FINRE,AAAw+cAAhAABQKEAAP,COMPASS BCP ASIA II PRIVATE EQUITY FONDO DE INVERSIÓN
CFIFTMPP-E,10689,P,FINRE,AAAw+cAAhAABQK7AAq,FRONTAL TRUST MERCADO PAGO CRÉDITOS FONDO DE INVERSIÓN
CFIFTMPI-E,10689,PI,FINRE,AAAw+cAAhAABQK7AAq,FRONTAL TRUST MERCADO PAGO CRÉDITOS FONDO DE INVERSIÓN
CFIFTMPR-E,10689,R,FINRE,AAAw+cAAhAABQK7AAq,FRONTAL TRUST MERCADO PAGO CRÉDITOS FONDO DE INVERSIÓN
CFICBXDA-E,10595,A,FINRE,AAAw+cAAhAABQK5AAg,COMPASS BXD PRIVATE DEBT FONDO DE INVERSIÓN
CFICBXDB-E,10595,B,FINRE,AAAw+cAAhAABQK5AAg,COMPASS BXD PRIVATE DEBT FONDO DE INVERSIÓN
CFICBXDC-E,10595,C,FINRE,AAAw+cAAhAABQK5AAg,COMPASS BXD PRIVATE DEBT FONDO DE INVERSIÓN
CFICBXDI-E,10595,I,FINRE,AAAw+cAAhAABQK5AAg,COMPASS BXD PRIVATE DEBT FONDO DE INVERSIÓN
CFICBXDR-E,10595,R,FINRE,AAAw+cAAhAABQK5AAg,COMPASS BXD PRIVATE DEBT FONDO DE INVERSIÓN
CFITACAI-E,10595,A,FINRE,AAAw+cAAhAABQK5AAg,COMPASS BXD PRIVATE DEBT FONDO DE INVERSIÓN
CFITACCI-E,10595,A,FINRE,AAAw+cAAhAABQK5AAg,COMPASS BXD PRIVATE DEBT FONDO DE INVERSIÓN
CFITACRI-E,10595,A,FINRE,AAAw+cAAhAABQK5AAg,COMPASS BXD PRIVATE DEBT FONDO DE INVERSIÓN
CFIAG3XN-E,9461,A,FINRE,AAAw+cAAhAABP4KAAO,AMERIS NM GUARDIAN II FONDO DE INVERSIÓN
CFILVLRE-E,9446,UNICA,FINRE,AAAw+cAAhAABP4MAAO,FONDO DE INVERSIÓN LARRAÍN VIAL LANDMARK REAL ESTATE VIII
CFIBSSVA-E,10231,A,FINRE,AAAw+cAAhAABQKAAAt,BICE STEPSTONE SSOF V FONDO DE INVERSIÓN
CFIBSSVI-E,10231,I,FINRE,AAAw+cAAhAABQKAAAt,BICE STEPSTONE SSOF V FONDO DE INVERSIÓN
CFIBSSVX-E,10231,X,FINRE,AAAw+cAAhAABQKAAAt,BICE STEPSTONE SSOF V FONDO DE INVERSIÓN
CFIAMG3A-E,9879,A,FINRE,AAAw+cAAhAABP4VAA9,AMERIS NM PRIVATE CREDIT FONDO DE INVERSIÓN
CFIAG3AN-E,9879,AN,FINRE,AAAw+cAAhAABP4VAA9,AMERIS NM PRIVATE CREDIT FONDO DE INVERSIÓN
CFIAMG3I-E,9879,I,FINRE,AAAw+cAAhAABP4VAA9,AMERIS NM PRIVATE CREDIT FONDO DE INVERSIÓN
CFIAG3IN-E,9879,IN,FINRE,AAAw+cAAhAABP4VAA9,AMERIS NM PRIVATE CREDIT FONDO DE INVERSIÓN
CFIAMG3R-E,9879,R,FINRE,AAAw+cAAhAABP4VAA9,AMERIS NM PRIVATE CREDIT FONDO DE INVERSIÓN
CFIAG3RN-E,9879,RN,FINRE,AAAw+cAAhAABP4VAA9,AMERIS NM PRIVATE CREDIT FONDO DE INVERSIÓN
CFIAMG3T-E,9879,T,FINRE,AAAw+cAAhAABP4VAA9,AMERIS NM PRIVATE CREDIT FONDO DE INVERSIÓN
CFIAG3XN-E,9879,XN,FINRE,AAAw+cAAhAABP4VAA9,AMERIS NM PRIVATE CREDIT FONDO DE INVERSIÓN
CFINGVIIN,10005,N,FINRE,AAAw+cAAhAABQKHAAO,FONDO DE INVERSION NEVASA GESTION INMOBILIARIA VII
CFINGVIIR,10005,R,FINRE,AAAw+cAAhAABQKHAAO,FONDO DE INVERSION NEVASA GESTION INMOBILIARIA VII
CFIMO13A-E,9855,A,FINRE,AAAw+cAAhAABP4TAA6,MONEDA ALPINVEST SECONDARIES VII FONDO DE INVERSIÓN
CFIMA7A2-E,9855,A2,FINRE,AAAw+cAAhAABP4TAA6,MONEDA ALPINVEST SECONDARIES VII FONDO DE INVERSIÓN
CFIM13AE-E,9855,AE,FINRE,AAAw+cAAhAABP4TAA6,MONEDA ALPINVEST SECONDARIES VII FONDO DE INVERSIÓN
CFIMO13B-E_x0006_,9855,B,FINRE,AAAw+cAAhAABP4TAA6,MONEDA ALPINVEST SECONDARIES VII FONDO DE INVERSIÓN
CFIMA7B2-E,9855,B2,FINRE,AAAw+cAAhAABP4TAA6,MONEDA ALPINVEST SECONDARIES VII FONDO DE INVERSIÓN
CFIMO13I-E,9855,I,FINRE,AAAw+cAAhAABP4TAA6,MONEDA ALPINVEST SECONDARIES VII FONDO DE INVERSIÓN
CFIMA7I2-E,9855,I2,FINRE,AAAw+cAAhAABP4TAA6,MONEDA ALPINVEST SECONDARIES VII FONDO DE INVERSIÓN
CFILGTVA-E,9899,A,FINRE,AAAw+cAAhAABQKDAAC,AMERIS LGT SECONDARIES V FONDO DE INVERSION
CFILGTVB-E,9899,B,FINRE,AAAw+cAAhAABQKDAAC,AMERIS LGT SECONDARIES V FONDO DE INVERSION
CFILGTVC-E,9899,C,FINRE,AAAw+cAAhAABQKDAAC,AMERIS LGT SECONDARIES V FONDO DE INVERSION
CFILGTVI-E,9899,I,FINRE,AAAw+cAAhAABQKDAAC,AMERIS LGT SECONDARIES V FONDO DE INVERSION
CFIPMIP4-E,9590,UNICA,FINRE,AAAw+cAAhAABP4WAAH,PICTON-MIP IV FONDO DE INVERSION
CFIBTHBA-E,10290,A,FINRE,AAAw+cAAhAABQKCAAx,BICE THOMA BRAVO XV FONDO DE INVERSIÓN
CFIBTHBI-E,10290,I,FINRE,AAAw+cAAhAABQKCAAx,BICE THOMA BRAVO XV FONDO DE INVERSIÓN
CFIBTHBX-E,10290,X,FINRE,AAAw+cAAhAABQKCAAx,BICE THOMA BRAVO XV FONDO DE INVERSIÓN
CFIAMSLPA,9919,A,FIRES,AAAw+cAAhAABQKBAAC,AMERIS AATECH FINANCIAMIENTO CORTO PLAZO FONDO DE INVERSIÓN
CFIAMSLPI,9919,A,FIRES,AAAw+cAAhAABQKBAAC,AMERIS AATECH FINANCIAMIENTO CORTO PLAZO FONDO DE INVERSIÓN
CFIAMSLPX,9919,A,FIRES,AAAw+cAAhAABQKBAAC,AMERIS AATECH FINANCIAMIENTO CORTO PLAZO FONDO DE INVERSIÓN
CFI-XALTCE,10669,C,FINRE,AAAw+cAAhAABQK+AAl,XLC ALTERNATIVOS I FONDO DE INVERSIÓN
CFIAFVVIIA,10626,A,FINRE,AAAw+cAAhAABQK6AAd,AMERIS FINANCIAMIENTO PARA ACCESO A LA VIVIENDA II FONDO DE INVERSIÓN.
CFIAFVVIII,10626,I,FINRE,AAAw+cAAhAABQK6AAd,AMERIS FINANCIAMIENTO PARA ACCESO A LA VIVIENDA II FONDO DE INVERSIÓN.
CFIBTGDEA,10641,A,FINRE,AAAw+cAAhAABQK7AAm,BTG PACTUAL DEUDA ESTRATÉGICA FONDO DE INVERSIÓN
CFIBTGDEB,10641,B,FINRE,AAAw+cAAhAABQK7AAm,BTG PACTUAL DEUDA ESTRATÉGICA FONDO DE INVERSIÓN
CFIBTGDEI,10641,I,FINRE,AAAw+cAAhAABQK7AAm,BTG PACTUAL DEUDA ESTRATÉGICA FONDO DE INVERSIÓN
CFICCAXF-E,9314,E,FINRE,AAAw+cAAhAABP4MAA1,FONDO DE INVERSIÓN CREDICORP CAPITAL – AIX FULLY FUNDED
CFIVPE9D-E,10186,D,FINRE,AAAw+cAAhAABQKAAAp,VOLCOMCAPITAL PRIVATE EQUITY IX FONDO DE INVERSIÓN
CFIADDUSDA,10627,A,FINRE,AAAw+cAAhAABQK8AAk,AMERIS DEUDA DIRECTA DÓLAR FONDO DE INVERSIÓN
CFIADDUSDF,10627,F,FINRE,AAAw+cAAhAABQK8AAk,AMERIS DEUDA DIRECTA DÓLAR FONDO DE INVERSIÓN
CFIADDUSDX,10627,X,FINRE,AAAw+cAAhAABQK8AAk,AMERIS DEUDA DIRECTA DÓLAR FONDO DE INVERSIÓN
CFIBTGEU,9527,A,FIRES,AAAw+cAAhAABP4RAA4,BTG PACTUAL GLOBAL LEADERS FONDO DE INVERSIÓN
CFIACP5F-E,10545,F,FINRE,AAAw+cAAhAABQK9AAT,FONDO DE INVERSIÓN LARRAÍN VIAL ACP SECONDARIES 5
CFIACP5I-E,10545,I,FINRE,AAAw+cAAhAABQK9AAT,FONDO DE INVERSIÓN LARRAÍN VIAL ACP SECONDARIES 5
CFIACP5P-E,10545,P,FINRE,AAAw+cAAhAABQK9AAT,FONDO DE INVERSIÓN LARRAÍN VIAL ACP SECONDARIES 5
CFIACP5R-E,10545,R,FINRE,AAAw+cAAhAABQK9AAT,FONDO DE INVERSIÓN LARRAÍN VIAL ACP SECONDARIES 5
CFIBRE6B-E,9794,B,FINRE,AAAw+cAAhAABP4UAAy,COMPASS BREP EUROPE VI REAL ESTATE FONDO DE INVERSIÓN
CFIBRE6C-E,9794,C,FINRE,AAAw+cAAhAABP4UAAy,COMPASS BREP EUROPE VI REAL ESTATE FONDO DE INVERSIÓN
CFIBRE6I-E,9794,I,FINRE,AAAw+cAAhAABP4UAAy,COMPASS BREP EUROPE VI REAL ESTATE FONDO DE INVERSIÓN
CFIDHSI,10581,I,FINRE,AAAw+cAAhAABQK/AAZ,BTG PACTUAL DEUDA HABITACIONAL CON SUBSIDIO FONDO DE INVERSIÓN
CFIEADSCUE,9403,A,FIRES,AAAw+cAAhAABP4RAAE,FONDO DE INVERSIÓN ZURICH DESCUENTO
CFIEAHYCUI,7295,CUI,FIRES,AAAw+cAAhAABP4JAAA,FONDO DE INVERSION ZURICH HIGH YIELD UF
CFIEAIHYUF,7295,A,FIRES,AAAw+cAAhAABP4JAAA,FONDO DE INVERSION ZURICH HIGH YIELD UF
CFIEARFCHA,9476,A,FIRES,AAAw+cAAhAABP4LAAT,FONDO DE INVERSIÓN ZURICH RENTA FIJA CHILE INDEX FUND
CFIBTGDAPA,9358,A,FIRES,AAAw+cAAhAABP4OAAB,BTG PACTUAL DEUDA ACTIVA PLUS FONDO DE INVERSIÓN
CFIBTGDAPF,9358,F,FIRES,AAAw+cAAhAABP4OAAB,BTG PACTUAL DEUDA ACTIVA PLUS FONDO DE INVERSIÓN
CFIBTGDAPG,9358,G,FIRES,AAAw+cAAhAABP4OAAB,BTG PACTUAL DEUDA ACTIVA PLUS FONDO DE INVERSIÓN
CFIBTGDAPI,9358,I,FIRES,AAAw+cAAhAABP4OAAB,BTG PACTUAL DEUDA ACTIVA PLUS FONDO DE INVERSIÓN
CFIBPDCCHA,7184,A,FIRES,AAAw+cAAhAABP4CAA6,BTG PACTUAL DEUDA CORPORATIVA CHILE FONDO DE INVERSION
CFIBPDCCHF,7184,F,FIRES,AAAw+cAAhAABP4CAA6,BTG PACTUAL DEUDA CORPORATIVA CHILE FONDO DE INVERSION
"CFIBPDCCHG
No Inscrita",7184,G,FIRES,AAAw+cAAhAABP4CAA6,BTG PACTUAL DEUDA CORPORATIVA CHILE FONDO DE INVERSION
CFIBPDCCHI,7184,I,FIRES,AAAw+cAAhAABP4CAA6,BTG PACTUAL DEUDA CORPORATIVA CHILE FONDO DE INVERSION
CFIHMCIP2I,9404,I,FINRE,AAAw+cAAhAABP4OAAF,FONDO DE INVERSIÓN HMC INMOBILIARIO PERÚ II
CFIHMCIP2R,9404,R,FINRE,AAAw+cAAhAABP4OAAF,FONDO DE INVERSIÓN HMC INMOBILIARIO PERÚ II
CFICGGUDVA,9364,DVA,FIRES,AAAw+cAAhAABP4PAA6,COMPASS GLOBAL CREDIT USD FONDO DE INVERSION
CFMLVENFIR,8723,A,RGFMU,AAAw+cAAhAABPt9AAE,FONDO MUTUO LARRAINVIAL ENFOQUE
CFMLVENFR,8723,A,RGFMU,AAAw+cAAhAABPt9AAE,FONDO MUTUO LARRAINVIAL ENFOQUE
CFICLCDA,9102,A,FIRES,AAAw+cAAhAABP4JAAr,COMPASS LATAM CORPORATE DEBT FONDO DE INVERSION
CFICLCDB,9102,B,FIRES,AAAw+cAAhAABP4JAAr,COMPASS LATAM CORPORATE DEBT FONDO DE INVERSION
CFICLCDVA,9102,DVA,FIRES,AAAw+cAAhAABP4JAAr,COMPASS LATAM CORPORATE DEBT FONDO DE INVERSION
CFICGGCPA,9363,A,FIRES,AAAw+cAAhAABP4OAA8,COMPASS GLOBAL CREDIT CLP FONDO DE INVERSION
CFICGGCPB,9363,A,FIRES,AAAw+cAAhAABP4OAA8,COMPASS GLOBAL CREDIT CLP FONDO DE INVERSION
CFICGGCPC,9363,A,FIRES,AAAw+cAAhAABP4OAA8,COMPASS GLOBAL CREDIT CLP FONDO DE INVERSION
CFICGGCPD,9363,A,FIRES,AAAw+cAAhAABP4OAA8,COMPASS GLOBAL CREDIT CLP FONDO DE INVERSION
CFICGGCDVA,9363,A,FIRES,AAAw+cAAhAABP4OAA8,COMPASS GLOBAL CREDIT CLP FONDO DE INVERSION
CFIBCHDLPA,10462,A,FIRES,AAAw+cAAhAABQK+AAI,FONDO DE INVERSION BANCHILE DEUDA LARGO PLAZO
CFIBGRESTA,8604,ALTOPATRIM,RGFMU,AAAw+cAAhAABPt6AAI,FONDO MUTUO SCOTIA REAL ESTATE GLOBAL
CFIDVACOOB,10207,UNICA,FIRES,AAAw+cAAhAABQKEAAu,COOPEUCH DVA BALANCEADO INNOVADOR FONDO DE INVERSIÓN
CFIBCHDEGB,9318,A,FIRES,AAAw+cAAhAABP4KAA5,FONDO DE INVERSION BANCHILE DEUDA GLOBAL INVESTMENT GRADE
CFIFYNDETA,10656,A,FIRES,AAAw+cAAhAABQK6AAj,FONDO DE INVERSIÓN FYNSA DEUDA TÁCTICA
CFIFYNDETB,10656,B,FIRES,AAAw+cAAhAABQK6AAj,FONDO DE INVERSIÓN FYNSA DEUDA TÁCTICA
CFISANTDCA,9348,A,FIRES,AAAw+cAAhAABP4OAAA,FONDO DE INVERSION SANTANDER DEUDA CORPORATIVA CHILE
CFISANHICA,7119,A,FIRES,AAAw+cAAhAABP4HAAQ,FONDO DE INVERSION SANTANDER HIGH CONVICTION CHILEAN EQUITIES
CFINVSDPR,9952,R,FINRE,AAAw+cAAhAABQKCAAE,FONDO DE INVERSIÓN NEVASA DEUDA PRIVADA
CFIOOX1A-E,9906,A,FINRE,AAAw+cAAhAABQKEAAD,FONDO DE INVERSIÓN SINGULAR OAKTREE OPPORTUNITIES FUND XI
CFIOOX1I-E,9906,I,FINRE,AAAw+cAAhAABQKEAAD,FONDO DE INVERSIÓN SINGULAR OAKTREE OPPORTUNITIES FUND XI
CFIXMIXD-E,10637,D,FINRE,AAAw+cAAhAABQK6AAg,XLC ACTIVOS I FONDO DE INVERSIÓN
CFIAMDVADA,9958,A,FIRES,AAAw+cAAhAABQKHAAG,COMPASS DVA DEUDA PRIVADA USA FONDO DE INVERSIÓN
CFIAMDVADX,9958,CG,FIRES,AAAw+cAAhAABQKHAAG,COMPASS DVA DEUDA PRIVADA USA FONDO DE INVERSIÓN
CFINVPROTA,10234,A,FIRES,AAAw+cAAhAABQKAAAu,FONDO DE INVERSION NEVASA PROTECCION
CFINVCHXA,10233,A,FIRES,AAAw+cAAhAABQKGAAm,FONDO DE INVERSIÓN NEVASA CHILE AXION
CFINVCHXB,10233,B,FIRES,AAAw+cAAhAABQKGAAm,FONDO DE INVERSIÓN NEVASA CHILE AXION
CFICODPDVA,7200,DVA,FIRES,AAAw+cAAhAABP4CAA7,COMPASS DEUDA PLUS FONDO DE INVERSION
CFICCLAB-E,7225,B,FIRES,AAAw+cAAhAABP4CAAm,FONDO DE INVERSIÓN CREDICORP CAPITAL RF LATAM
CFICCLAD-E,7225,D,FIRES,AAAw+cAAhAABP4CAAm,FONDO DE INVERSIÓN CREDICORP CAPITAL RF LATAM
CFICLAI-E,7225,I,FIRES,AAAw+cAAhAABP4CAAm,FONDO DE INVERSIÓN CREDICORP CAPITAL RF LATAM
CFIQDIA,9791,A,FINRE,AAAw+cAAhAABP4TAAt,QUEST INVERSION DE IMPACTO FONDO DE INVERSION
CFIXHPLA-E,10568,A,FINRE,AAAw+cAAhAABQK5AAZ,XLC HPS HLEND FONDO DE INVERSIÓN
CFIXHPLN-E,10568,N,FINRE,AAAw+cAAhAABQK5AAZ,XLC HPS HLEND FONDO DE INVERSIÓN
CFIDREPI-E,9458,I,FINRE,AAAw+cAAhAABP4OAAL,FONDO DE INVERSIÓN DRAKE REAL ESTATE PARTNERS FUND III
CFIDREPP-E,9458,P,FINRE,AAAw+cAAhAABP4OAAL,FONDO DE INVERSIÓN DRAKE REAL ESTATE PARTNERS FUND III
CFIVNTDP-E,9959,UNICA,FINRE,AAAw+cAAhAABQKFAAI,FONDO DE INVERSIÓN VANTRUST CAPITAL DEUDA PRIVADA
CFIMBICL-C,10381,C,FIRES,AAAw+cAAhAABQKDAA6,MBI CONVICCIÓN CHILE FONDO DE INVERSIÓN
CFIMBIDC-C,10162,C,FIRES,AAAw+cAAhAABQKEAAm,MBI DEUDA CORPORATIVA FONDO DE INVERSIÓN
CFIAMDVASX,9725,CG,FIRES,AAAw+cAAhAABP4WAAf,COMPASS DVA SILICON FUND FONDO DE INVERSIÓN
CFIVNTDSA,10588,A,FIRES,AAAw+cAAhAABQK8AAe,FONDO DE INVERSIÓN VANTRUST ACCIONES DIVIDEND STARS
CFIVNTANA,9773,A,FIRES,AAAw+cAAhAABP4VAAi,FONDO DE INVERSIÓN VANTRUST CAPITAL ACCIONES NACIONALES
CFIVNTANI,9773,A,FIRES,AAAw+cAAhAABP4VAAi,FONDO DE INVERSIÓN VANTRUST CAPITAL ACCIONES NACIONALES
CFIAMDVAMA,9118,A,FIRES,AAAw+cAAhAABP4MAAV,COMPASS DVA MULTIAXIS FONDO DE INVERSIÓN
CFIAMDVAMC,9118,C,FIRES,AAAw+cAAhAABP4MAAV,COMPASS DVA MULTIAXIS FONDO DE INVERSIÓN
CFIAMDVAMX,9118,CG,FIRES,AAAw+cAAhAABP4MAAV,COMPASS DVA MULTIAXIS FONDO DE INVERSIÓN
CFIAMDVAMD,9118,D,FIRES,AAAw+cAAhAABP4MAAV,COMPASS DVA MULTIAXIS FONDO DE INVERSIÓN
CFIFTRLP-E,9917,P,FINRE,AAAw+cAAhAABQKAAAG,FRONTAL TRUST – CORDADA RENDIMIENTO CON LIQUIDEZ FONDO DE INVERSIÓN
CFIFTRPI-E,9917,PI,FINRE,AAAw+cAAhAABQKAAAG,FRONTAL TRUST – CORDADA RENDIMIENTO CON LIQUIDEZ FONDO DE INVERSIÓN
CFIFTCLP-E,10491,CLPP,FINRE,AAAw+cAAhAABQK+AAS,FRONTAL TRUST – CORDADA RENDIMIENTO CON LIQUIDEZ MEDIANO PLAZO FONDO DE INVERSIÓN
CFIFTUFP-E,10491,UFP,FINRE,AAAw+cAAhAABQK+AAS,FRONTAL TRUST – CORDADA RENDIMIENTO CON LIQUIDEZ MEDIANO PLAZO FONDO DE INVERSIÓN
CFIPIONR,7010,R,FINRE,AAAw+cAAhAABP4BAAk,PIONERO FONDO DE INVERSION
CFIXLCDA-E,10477,A,FINRE,AAAw+cAAhAABQK+AAN,XLC DEUDA PRIVADA I FONDO DE INVERSIÓN
CFIXLCDI-E,10477,A,FINRE,AAAw+cAAhAABQK+AAN,XLC DEUDA PRIVADA I FONDO DE INVERSIÓN
CFIXLCDR-E,10477,A,FINRE,AAAw+cAAhAABQK+AAN,XLC DEUDA PRIVADA I FONDO DE INVERSIÓN
CFIVRE5A-E,9913,A,FINRE,AAAw+cAAhAABQKDAAE,VOLCOMCAPITAL REAL ESTATE V FONDO DE INVERSIÓN
CFIVRE5B-E,9913,B,FINRE,AAAw+cAAhAABQKDAAE,VOLCOMCAPITAL REAL ESTATE V FONDO DE INVERSIÓN
CFIAMG3X-E,9879,X,FINRE,AAAw+cAAhAABP4VAA9,AMERIS NM PRIVATE CREDIT FONDO DE INVERSIÓN
CFI-PEQI6E,10549,UNICA,FINRE,AAAw+cAAhAABQK/AAQ,PICTON - EQT INFRASTRUCTURE VI FONDO DE INVERSIÓN
CFIPHL2A-E,9707,A,FINRE,AAAw+cAAhAABP4XAAj,PICTON - HAMILTON LANE SMID II FONDO DE INVERSION
CFITDPF1-E,9619,F1,FINRE,AAAw+cAAhAABP4TAAL,TOESCA DEUDA PRIVADA FONDO DE INVERSION
CFIMP10A-E,9636,A,FINRE,AAAw+cAAhAABP4VAAH,MONEDA CARLYLE EUROPE PARTNERS V FONDO DE INVERSIÓN
CFIMP10C-E,9636,C,FINRE,AAAw+cAAhAABP4VAAH,MONEDA CARLYLE EUROPE PARTNERS V FONDO DE INVERSIÓN
CFIMP10I-E,9636,I,FINRE,AAAw+cAAhAABP4VAAH,MONEDA CARLYLE EUROPE PARTNERS V FONDO DE INVERSIÓN
